"Organização";"Nome";"Descrição";"Tags";"Quantidade Recursos";"Quantidade Reusos";"Quantidade Downloads"
"Ministério da Gestão e da Inovação em Serviços Públicos";"SICONV";"O Sistema de Gestão de Convênios e Contratos de Repasse (SICONV) é a iniciativa do Governo Federal responsável por todo o ciclo de vida dos convênios, contratos de repasse e termos de parceria, no qual são registrados os atos, desde a formalização da proposta até a prestação de contas final.";"convenios,parceria,repasses,termos de cooperação,transferencias da uniao,transferência";"1";"0";"839"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Servidores Públicos Afastados";"Afastamentos e Licenças

O servidor público federal dispõe de modalidades de afastamentos e de licenças que estão previstas por legislação específica e relacionadas pela necessidade do servidor e da administração pública.
Em relação às modalidades e às suas especificidades, seguem os diferentes tipos de afastamentos e licenças previstos pela legislação brasileira.

Afastamento para Justiça Eleitoral
Afastamento para Mandato Eletivo
Afastamento para ser cedido para ter exercício em outro órgão ou entidade dos   Poderes da União, dos Estados, ou do Distrito Federal e dos Municípios
Afastamento para Estudo ou Missão no Exterior
Afastamentos para realização de programas de mestrado e doutorado
Afastamentos para realização de programas de pós-doutorado
Afastamento de servidor para servir em organismo internacional de que o Brasil participe ou com o qual coopere dar-se-á com perda total da remuneração.
 
Licenças
Licença à Maternidade
Licença Incentivada sem Remuneração
Licença para Atividade Política
Licença para Capacitação
Licença para Desempenho de Mandato Classista
Licença para Tratamento de Saúde
Licença para Tratar de Interesses Particulares
Licença Paternidade
Licença por Acidente em Serviço
Licença por Motivo de Afastamento do Cônjuge ou Companheiro
Licença por Motivo de Doença em Pessoa da Família
Licença-Prêmio por Assiduidade

";"Afastados,Publicos,Servidores";"1";"0";"270"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Servidores do Poder Executivo Federal - PDV (Programa de Desligamento Voluntário)";"O governo Federal vem implementando medidas com o objetivo de aumentar a eficiência no serviço público  ao tempo em que busca soluções para a racionalização dos gastos públicos, visando obter crescimento econômico necessário, cuidando de suas atividades precípuas. Dentre essas medidas, inclui-se o PDV, que é um programa de adesão voluntária do servidor público ocupante do cargo efetivo da Administração Pública Federal direta, autárquica e fundacional. O PDV tem como objetivo a diminuição de gastos com pessoal por meio de estímulo à ruptura do vínculo funcional com a União, mediante mecanismo de incentivo financeiro. O Programa de Desligamento Voluntario - PDV foi instituído pela Medida Provisória nº 792 de 26 de julho de 2017 e teve seu prazo de vigência encerrado em 28 de novembro de 2017. O conjunto de dados apresentados não contempla servidores do Banco Central do Brasil nem as Carreiras de Inteligência da ABIN.​";"PDV,Programa de demissão voluntária";"1";"0";"67"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Sistema Integrado de Gestão Patrimonial (SIADS)";"O Siads é uma solução que possibilita aos órgãos da Administração Pública Federal um controle completo e efetivo de seus estoques de materiais, bens patrimoniais e serviços de transporte.";"Almoxarifado,Bens,Estoque,Inventário,Materiais,Patrimônio";"41";"0";"1052"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Sistema de Informações do Arquivo Nacional - SIAN/REGENT";"Registro de entrada de documentos arquivísticos permanentes.";"AN,Arquivo Nacional,Dados Estratégicos,REGENT,SIAN,Sistema de Informações do Arquivo Nacional ";"12";"0";"154"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Sistema de Orientação Técnica (SOT)";"Dados referentes às orientações técnicas prestadas sobre gestão de documentos pelo Arquivo Nacional. Informações a serem disponibilizadas: Órgão solicitante; Local; Título; Data de criação; Descrição (verificar se na descrição pode existir dados pessoais que inviabilizem a disponibilização do campo informacional sem anonimização).";"Arquivo Nacional,Orientações Técnicas";"4";"0";"42"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Sistema de Transportes de Servidores Públicos - TaxiGov";"__Atenção__: Uma versão mais atualizada está disponível no [link](https://dados.gov.br/dados/conjuntos-dados/sistema-de-transportes-de-servidores-publicos---taxigov-v2)

(Esta versão será descontinuada em 02/2024)
Corridas de servidores do poder executivo da Administração Pública Federal através do programa Taxigov.

Os dados estão disponíveis em 2 recursos:

1. Corridas individuais anonimizadas, de forma granular
2. Quantidades de corridas por solicitante e por passageiro, agrupadas por mês

__Conceito__ 

Serviço de transporte de servidores e colaboradores da Administração Pública Federal em deslocamentos a trabalho com o uso de táxis, que começou a ser implementado em março de 2017, em Brasília. A partir de 2019, o projeto se expandiu para outras localidades do Brasil.

O objetivo é melhorar a oferta de serviços de transporte administrativo ao servidor, com economia, transparência de gastos públicos e eficiência, através do uso de tecnologia.

__Instrução Normativa__

O funcionamento do Taxigov é regido pela **[Instrução Normativa 10/2018](https://www.in.gov.br/materia/-/asset_publisher/Kujrw0TZC2Mb/content/id/52001726/do1-2018-11-27-instrucao-normativa-n-10-de-23-de-novembro-de-2018-52001279)**.

Site oficial do taxigov: https://www.gov.br/economia/pt-br/assuntos/gestao/central-de-compras/taxigov

__Atualização__

* Para as corridas individualizadas, são gerados arquivos mensais. O arquivo do mês atual é atualizado diariamente, com dados do dia anterior (D-1).
* Para as quantidades agregadas por pessoa por mês, o arquivo é atualizado diariamente, com dados do dia anterior (D-1).

Para abrir arquivos CSV pelo Excel, sugerimos seguir a documentação da Microsoft: https://support.microsoft.com/pt-br/office/importar-ou-exportar-arquivos-de-texto-txt-ou-csv-5250ac4c-663c-47ce-937b-339e391393ba#ID0EBBN=Newer_versions

Outros processadores de planilha também são capazes de abrir arquivos CSV normalmente (exemplos: OpenOffice, LibreOffice, etc.).";"corridas do taxigov,despesa,serviço de taxi,taxi,taxigov,terceirização,transporte";"62";"0";"378"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Sistema de Transportes de Servidores Públicos - TaxiGov v2";"Corridas de servidores do poder executivo da Administração Pública Federal através do programa Taxigov dos últimos 7 dias (Versão 2).

Os dados estão disponíveis em 2 recursos:

1. Corridas individuais anonimizadas, de forma granular
2. Quantidades de corridas por solicitante e por passageiro, agrupadas por ano

__Conceito__ 

Serviço de transporte de servidores e colaboradores da Administração Pública Federal em deslocamentos a trabalho com o uso de táxis, que começou a ser implementado em março de 2017, em Brasília. A partir de 2019, o projeto se expandiu para outras localidades do Brasil.

O objetivo é melhorar a oferta de serviços de transporte administrativo ao servidor, com economia, transparência de gastos públicos e eficiência, através do uso de tecnologia.

__Instrução Normativa__

O funcionamento do Taxigov é regido pela **[Instrução Normativa 10/2018](https://www.in.gov.br/materia/-/asset_publisher/Kujrw0TZC2Mb/content/id/52001726/do1-2018-11-27-instrucao-normativa-n-10-de-23-de-novembro-de-2018-52001279)**.

Site oficial do taxigov: https://www.gov.br/economia/pt-br/assuntos/gestao/central-de-compras/taxigov

__Atualização__

* Para as corridas individualizadas, são gerados arquivos anuais. O arquivo do ano atual é atualizado diariamente, com dados do dia anterior (D-1).
* Para as quantidades agregadas por pessoa por mês, o arquivo é atualizado diariamente, com dados do dia anterior (D-1).

Para abrir arquivos CSV pelo Excel, sugerimos seguir a documentação da Microsoft: 
[link](https://support.microsoft.com/pt-br/office/importar-ou-exportar-arquivos-de-texto-txt-ou-csv-5250ac4c-663c-47ce-937b-339e391393ba#ID0EBBN=Newer_versions)

Outros processadores de planilha também são capazes de abrir arquivos CSV normalmente (exemplos: OpenOffice, LibreOffice, etc.).";"corridas do taxigov,despesa,serviço de taxi,taxi,taxigov,terceirização,transporte";"14";"0";"316"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Transferências e Parcerias da União";"#Escopo
A Plataforma TransfereGov disponibiliza acesso livre às informações de Transferências da União com o objetivo de facilitar o acesso aos dados do sistema para a sociedade e a outras esferas de Governo.
O usuário poderá baixar as principais informações dos instrumentos para realizar análises e cruzamentos que desejar a partir desses dados. 

O conjunto de dados disponibilizado contempla as seguintes informações: data_carga_siconv, Programas Disponibilizados, Programas/Propostas, Propostas Cadastradas, Convênios, Emendas Parlamentares, Plano de Aplicação Detalhado, Empenhos Realizados, Desembolsos (Ordem Bancária), Pagamentos a Favorecidos, OBTV para Convenente, Histórico Situação Propostas/Convênios, Ingresso de Contrapartida, Termo Aditivo, Prorroga de Ofício, Meta (Cronograma Físico), Etapa (Cronograma Físico), Consórcios, Empenhos Desembolso, Proponentes, Desbloqueio Contrato de Repasse, Cronograma de Desembolso e Justificativas da Proposta.

Se optar por fazer o download desses arquivos por assunto e verificar a data de atualização dos dados, acesse o link: __http://repositorio.dados.gov.br/seges/detru/__


#Conceito
As Transferências da União são recursos financeiros repassados pelo Governo Federal para Estados, Municípios e Organizações da Sociedade Civil, em decorrência da celebração de convênios, contratos de repasse ou outros instrumentos similares, cuja finalidade é a realização de obras e/ou serviços de interesse comum. 

#Política Pública
Objeto cuja execução é atribuída ao convenente mediante disponibilização orçamentária e financeira do concedente para estruturação de serviços públicos de interesse local, a exemplo dos de transporte coletivo, saneamento básico, bem como obras de habitação de interesse social e de infraestrutura.

#Legislação
Lei 8.666, de 21 de junho de 1993, Lei nº 13.019, de 31 de julho de 2014, Lei 9.790, de 23 de março de 1999, Decreto nº 3.100, de 30 de julho de 1999, Decreto nº 6.170, de 25 de julho de 2007, Decreto nº 10.035, de 1º de outubro de 2019, Decreto nº 10.024, de 20 de setembro de 2019, Portaria Interministerial nº 127, de 29 de maio de 2008, Portaria Interministerial Nº 507, de 24 de novembro de 2011. Portaria Interministerial Nº 424, de 30 de dezembro de 2016, Portaria Interministerial nº 13.395, de 5 de junho de 2020, Portaria ME nº 66, de 31 de março de 2007, Portaria ME nº 67, de 31 de março de 2007, Portaria SEGES/ME Nº 25.405, de 23 de dezembro de 2020, Portaria Nº 33, de 22 de janeiro de 2020, Portaria STN Nº 749, de 17 de março de 2021. 

#Veja Também
- Painel Transferências Abertas: Disponibiliza acesso às informações das Transferências da União de forma intuitiva, flexível e rápida, para apoiar o processo de tomada de decisão,  __https://clusterqap2.economia.gov.br/extensions/home/home.html__

- Repositório de Dados: Acesso livre com atualização diária dos dados do sistema da Plataforma TransfereGov,  __http://repositorio.dados.gov.br/seges/detru/__

#Central de Atendimento
Para obter os contatos relacionados à Plataforma TransfereGov e ter mais informações sobre as Transferências da União acesse __https://www.gov.br/transferegov/pt-br/fale-conosco/centralatendimento__";"Administração Pública Federal,MGI,MP,Ministério da Economia,Ministério do Planejamento,ONG,OSC,Plataforma Mais Brasil,TransfereGov,Transferências voluntárias da União,contratos de repasse,convênios,organizações da sociedade civil,siconv";"41";"0";"1564"
"Ministério da Gestão e da Inovação em Serviços Públicos";"VLibras - Portais Governamentais com Suíte Vlibras";"Este conjunto de dados apresenta um **inventário atualizado** dos Portais Governamentais brasileiros que implementaram a **Suíte VLibras**, ferramenta essencial para a **acessibilidade** e a tradução de conteúdos para a **Língua Brasileira de Sinais (Libras)**. O *dataset* é focado exclusivamente em órgãos da Administração Pública Federal e suas esferas, abrangendo os seguintes domínios:

* `.gov.br` (Poder Executivo Federal e autarquias)
* `.jus.br` (Poder Judiciário)
* `.leg.br` (Poder Legislativo)
* `.mil.br` (Forças Armadas)
* `.mp.br` (Ministério Público)

A publicação inaugural deste *dataset* tem como **marco temporal o período de 01/11/2025 a 07/11/2025**. Para garantir a relevância e o valor do dado, a atualização do conjunto é realizada de forma **automática e contínua**, passando a ter como periodicidade o **período mensal completo** nos meses subsequentes. Este modelo assegura que a informação sobre a adoção da tecnologia VLibras seja sempre atualizada. Para solicitações de **histórico de publicações** ou dúvidas sobre o conjunto de dados, favor enviar a requisição para o e-mail da área técnica responsável: **cgplt.sgd@gestao.gov.br**.";"vlibras";"1";"0";"25"
"Ministério da Gestão e da Inovação em Serviços Públicos";"Viagens a Serviço do Governo Federal (SCDP)";"Dados das viagens a serviço do Governo Federal oriundos do Sistema de Concessão de Diárias e Passagens (SCDP).

O SCDP é a solução responsável pela gestão dos processos de afastamento a serviço do Governo Federal. Permite a elaboração, o registro, o controle, o acompanhamento e a gestão dos processos de concessão de diárias e passagens.

O Sistema possibilita, ainda, o compartilhamento de uma base de dados única, administrada pelo Gestor Central no Ministério da Economia (ME) e pelos Gestores Setoriais de cada instituição usuária, o que permite um maior controle físico e financeiro das diárias e passagens emitidas no âmbito da Administração Pública Federal.

#Quais dados estão disponíveis?

O conjunto de dados disponibilizado contempla informações sobre bilhetes aéreos emitidos ou alterados na modalidade Compra Direta, com início de publicação em 01/11/2017, com dados referentes ao mês de outubro de 2017. Esses dados tem periodicidade de publicação mensal, em geral, no primeiro dia útil do mês subsequente.

Para informações atualizadas, utilize o acesso ao Painel de Viagens, por meio do endereço: http://paineldeviagens.economia.gov.br.

#Como obter mais informações sobre o SCDP:

Para maiores informações ou solicitações relacionadas ao SCDP, por favor utilize um dos seguintes canais:

* portaldeservicos.economia.gov.br.
* 0800-978-9001 de segunda-feira a sexta-feira, das 8h às 18h.
* www2.scdp.gov.br, seção Documentações de Apoio.";"Dados Estratégicos,afastamento a serviço,compra direta,diária,diárias,mp,passagem,passagens,scdp,viagem,viagem a serviço,viagens";"93";"0";"1574"
"Ministério da Gestão e da Inovação em Serviços Públicos";"almoxarifado virtual nacional avn";"O conjunto de dados refere-se ao Almoxarifado Virtual Nacional (AVN), modelo centralizado de fornecimento de materiais de almoxarifado no âmbito do Poder Executivo Federal, que substitui a aquisição via pregão por serviço de outsourcing. A execução contratual é realizada pelas empresas BR Supply e Autopel, responsáveis pelo fornecimento e logística em todo o território nacional.
Os dados abrangem informações sobre pedidos, itens, unidades demandantes, valores, prazos e entregas. As bases são disponibilizadas diariamente pelas contratadas, com posição do dia anterior, e hospedadas na Coordenação-Geral de Informação (CGINF), vinculada à Secretaria de Gestão (Seges) do Ministério da Gestão e da Inovação em Serviços Públicos (MGI). Objetivo de consumo sustentável 12 (consumo e produção sustentáveis): Meta 12.7: Promover práticas de compras públicas sustentáveis; Meta 12.c: Remover distorções de mercado que incentivam o consumo desnecessário";"bases,bases de dados,catálogo,dados";"2";"0";"35"
